latitude,longitude,elevation
37.77215,-122.48414000000001,55.330000000000005
37.77203,-122.48403,55.550000000000004
37.771980000000006,-122.48394,55.550000000000004
37.7719,-122.48367,56.080000000000005
37.77188,-122.48345,56.53
37.7719,-122.48273,58.75
37.771890000000006,-122.48237,60.77
37.77183,-122.48176000000001,64.31
37.77174,-122.48174000000002,65.19000000000001
37.77168,-122.48166,65.7
37.771510000000006,-122.48124000000001,67.24000000000001
37.771510000000006,-122.48123000000001,67.24000000000001
37.77138,-122.48094,68.26
37.771170000000005,-122.48058,69.05
37.77096,-122.48033000000001,69.36
37.77049,-122.47993000000001,70.04
37.770790000000005,-122.47911,73.78000000000002
37.77105000194094,-122.4784400022418,76.50000000000001
37.77131,-122.47777,77.9
37.77147,-122.47718,77.52000000000001
37.77161,-122.47649000000001,76.72000000000001
37.77168,-122.47602,75.92
37.7717,-122.47544,75.48
37.77167,-122.47513000000001,75.37
37.77141,-122.47438000000001,75.51
37.77122,-122.47392,75.84
37.77122,-122.47391,75.84
37.77111,-122.47399000000001,76.02
37.771060000000006,-122.47409,76.16000000000001
